,msi_inputs,gt_outputs
70,msi_inputs/simulated_12/simulated_12_frame_00070.tif,gt_outputs/simulated_12/simulated_12_gt_00070.png
71,msi_inputs/simulated_12/simulated_12_frame_00071.tif,gt_outputs/simulated_12/simulated_12_gt_00071.png
72,msi_inputs/simulated_12/simulated_12_frame_00072.tif,gt_outputs/simulated_12/simulated_12_gt_00072.png
73,msi_inputs/simulated_12/simulated_12_frame_00073.tif,gt_outputs/simulated_12/simulated_12_gt_00073.png
74,msi_inputs/simulated_12/simulated_12_frame_00074.tif,gt_outputs/simulated_12/simulated_12_gt_00074.png
75,msi_inputs/simulated_12/simulated_12_frame_00075.tif,gt_outputs/simulated_12/simulated_12_gt_00075.png
76,msi_inputs/simulated_12/simulated_12_frame_00076.tif,gt_outputs/simulated_12/simulated_12_gt_00076.png
77,msi_inputs/simulated_12/simulated_12_frame_00077.tif,gt_outputs/simulated_12/simulated_12_gt_00077.png
78,msi_inputs/simulated_12/simulated_12_frame_00078.tif,gt_outputs/simulated_12/simulated_12_gt_00078.png
79,msi_inputs/simulated_12/simulated_12_frame_00079.tif,gt_outputs/simulated_12/simulated_12_gt_00079.png
80,msi_inputs/simulated_12/simulated_12_frame_00080.tif,gt_outputs/simulated_12/simulated_12_gt_00080.png
81,msi_inputs/simulated_12/simulated_12_frame_00081.tif,gt_outputs/simulated_12/simulated_12_gt_00081.png
82,msi_inputs/simulated_12/simulated_12_frame_00082.tif,gt_outputs/simulated_12/simulated_12_gt_00082.png
83,msi_inputs/simulated_12/simulated_12_frame_00083.tif,gt_outputs/simulated_12/simulated_12_gt_00083.png
84,msi_inputs/simulated_12/simulated_12_frame_00084.tif,gt_outputs/simulated_12/simulated_12_gt_00084.png
85,msi_inputs/simulated_12/simulated_12_frame_00085.tif,gt_outputs/simulated_12/simulated_12_gt_00085.png
86,msi_inputs/simulated_12/simulated_12_frame_00086.tif,gt_outputs/simulated_12/simulated_12_gt_00086.png
87,msi_inputs/simulated_12/simulated_12_frame_00087.tif,gt_outputs/simulated_12/simulated_12_gt_00087.png
88,msi_inputs/simulated_12/simulated_12_frame_00088.tif,gt_outputs/simulated_12/simulated_12_gt_00088.png
89,msi_inputs/simulated_12/simulated_12_frame_00089.tif,gt_outputs/simulated_12/simulated_12_gt_00089.png
90,msi_inputs/simulated_12/simulated_12_frame_00090.tif,gt_outputs/simulated_12/simulated_12_gt_00090.png
91,msi_inputs/simulated_12/simulated_12_frame_00091.tif,gt_outputs/simulated_12/simulated_12_gt_00091.png
92,msi_inputs/simulated_12/simulated_12_frame_00092.tif,gt_outputs/simulated_12/simulated_12_gt_00092.png
93,msi_inputs/simulated_12/simulated_12_frame_00093.tif,gt_outputs/simulated_12/simulated_12_gt_00093.png
94,msi_inputs/simulated_12/simulated_12_frame_00094.tif,gt_outputs/simulated_12/simulated_12_gt_00094.png
95,msi_inputs/simulated_12/simulated_12_frame_00095.tif,gt_outputs/simulated_12/simulated_12_gt_00095.png
96,msi_inputs/simulated_12/simulated_12_frame_00096.tif,gt_outputs/simulated_12/simulated_12_gt_00096.png
97,msi_inputs/simulated_12/simulated_12_frame_00097.tif,gt_outputs/simulated_12/simulated_12_gt_00097.png
98,msi_inputs/simulated_12/simulated_12_frame_00098.tif,gt_outputs/simulated_12/simulated_12_gt_00098.png
99,msi_inputs/simulated_12/simulated_12_frame_00099.tif,gt_outputs/simulated_12/simulated_12_gt_00099.png
100,msi_inputs/simulated_12/simulated_12_frame_00100.tif,gt_outputs/simulated_12/simulated_12_gt_00100.png
101,msi_inputs/simulated_12/simulated_12_frame_00101.tif,gt_outputs/simulated_12/simulated_12_gt_00101.png
102,msi_inputs/simulated_12/simulated_12_frame_00102.tif,gt_outputs/simulated_12/simulated_12_gt_00102.png
103,msi_inputs/simulated_12/simulated_12_frame_00103.tif,gt_outputs/simulated_12/simulated_12_gt_00103.png
104,msi_inputs/simulated_12/simulated_12_frame_00104.tif,gt_outputs/simulated_12/simulated_12_gt_00104.png
105,msi_inputs/simulated_12/simulated_12_frame_00105.tif,gt_outputs/simulated_12/simulated_12_gt_00105.png
106,msi_inputs/simulated_12/simulated_12_frame_00106.tif,gt_outputs/simulated_12/simulated_12_gt_00106.png
107,msi_inputs/simulated_12/simulated_12_frame_00107.tif,gt_outputs/simulated_12/simulated_12_gt_00107.png
108,msi_inputs/simulated_12/simulated_12_frame_00108.tif,gt_outputs/simulated_12/simulated_12_gt_00108.png
109,msi_inputs/simulated_12/simulated_12_frame_00109.tif,gt_outputs/simulated_12/simulated_12_gt_00109.png
110,msi_inputs/simulated_12/simulated_12_frame_00110.tif,gt_outputs/simulated_12/simulated_12_gt_00110.png
111,msi_inputs/simulated_12/simulated_12_frame_00111.tif,gt_outputs/simulated_12/simulated_12_gt_00111.png
112,msi_inputs/simulated_12/simulated_12_frame_00112.tif,gt_outputs/simulated_12/simulated_12_gt_00112.png
113,msi_inputs/simulated_12/simulated_12_frame_00113.tif,gt_outputs/simulated_12/simulated_12_gt_00113.png
114,msi_inputs/simulated_12/simulated_12_frame_00114.tif,gt_outputs/simulated_12/simulated_12_gt_00114.png
115,msi_inputs/simulated_12/simulated_12_frame_00115.tif,gt_outputs/simulated_12/simulated_12_gt_00115.png
116,msi_inputs/simulated_12/simulated_12_frame_00116.tif,gt_outputs/simulated_12/simulated_12_gt_00116.png
117,msi_inputs/simulated_12/simulated_12_frame_00117.tif,gt_outputs/simulated_12/simulated_12_gt_00117.png
118,msi_inputs/simulated_12/simulated_12_frame_00118.tif,gt_outputs/simulated_12/simulated_12_gt_00118.png
119,msi_inputs/simulated_12/simulated_12_frame_00119.tif,gt_outputs/simulated_12/simulated_12_gt_00119.png
120,msi_inputs/simulated_12/simulated_12_frame_00120.tif,gt_outputs/simulated_12/simulated_12_gt_00120.png
121,msi_inputs/simulated_12/simulated_12_frame_00121.tif,gt_outputs/simulated_12/simulated_12_gt_00121.png
122,msi_inputs/simulated_12/simulated_12_frame_00122.tif,gt_outputs/simulated_12/simulated_12_gt_00122.png
123,msi_inputs/simulated_12/simulated_12_frame_00123.tif,gt_outputs/simulated_12/simulated_12_gt_00123.png
124,msi_inputs/simulated_12/simulated_12_frame_00124.tif,gt_outputs/simulated_12/simulated_12_gt_00124.png
125,msi_inputs/simulated_12/simulated_12_frame_00125.tif,gt_outputs/simulated_12/simulated_12_gt_00125.png
126,msi_inputs/simulated_12/simulated_12_frame_00126.tif,gt_outputs/simulated_12/simulated_12_gt_00126.png
127,msi_inputs/simulated_12/simulated_12_frame_00127.tif,gt_outputs/simulated_12/simulated_12_gt_00127.png
128,msi_inputs/simulated_12/simulated_12_frame_00128.tif,gt_outputs/simulated_12/simulated_12_gt_00128.png
129,msi_inputs/simulated_12/simulated_12_frame_00129.tif,gt_outputs/simulated_12/simulated_12_gt_00129.png
130,msi_inputs/simulated_12/simulated_12_frame_00130.tif,gt_outputs/simulated_12/simulated_12_gt_00130.png
131,msi_inputs/simulated_12/simulated_12_frame_00131.tif,gt_outputs/simulated_12/simulated_12_gt_00131.png
132,msi_inputs/simulated_12/simulated_12_frame_00132.tif,gt_outputs/simulated_12/simulated_12_gt_00132.png
133,msi_inputs/simulated_12/simulated_12_frame_00133.tif,gt_outputs/simulated_12/simulated_12_gt_00133.png
134,msi_inputs/simulated_12/simulated_12_frame_00134.tif,gt_outputs/simulated_12/simulated_12_gt_00134.png
135,msi_inputs/simulated_12/simulated_12_frame_00135.tif,gt_outputs/simulated_12/simulated_12_gt_00135.png
136,msi_inputs/simulated_12/simulated_12_frame_00136.tif,gt_outputs/simulated_12/simulated_12_gt_00136.png
137,msi_inputs/simulated_12/simulated_12_frame_00137.tif,gt_outputs/simulated_12/simulated_12_gt_00137.png
138,msi_inputs/simulated_12/simulated_12_frame_00138.tif,gt_outputs/simulated_12/simulated_12_gt_00138.png
139,msi_inputs/simulated_12/simulated_12_frame_00139.tif,gt_outputs/simulated_12/simulated_12_gt_00139.png
140,msi_inputs/simulated_12/simulated_12_frame_00140.tif,gt_outputs/simulated_12/simulated_12_gt_00140.png
141,msi_inputs/simulated_12/simulated_12_frame_00141.tif,gt_outputs/simulated_12/simulated_12_gt_00141.png
142,msi_inputs/simulated_12/simulated_12_frame_00142.tif,gt_outputs/simulated_12/simulated_12_gt_00142.png
143,msi_inputs/simulated_12/simulated_12_frame_00143.tif,gt_outputs/simulated_12/simulated_12_gt_00143.png
144,msi_inputs/simulated_12/simulated_12_frame_00144.tif,gt_outputs/simulated_12/simulated_12_gt_00144.png
145,msi_inputs/simulated_12/simulated_12_frame_00145.tif,gt_outputs/simulated_12/simulated_12_gt_00145.png
146,msi_inputs/simulated_12/simulated_12_frame_00146.tif,gt_outputs/simulated_12/simulated_12_gt_00146.png
147,msi_inputs/simulated_12/simulated_12_frame_00147.tif,gt_outputs/simulated_12/simulated_12_gt_00147.png
148,msi_inputs/simulated_12/simulated_12_frame_00148.tif,gt_outputs/simulated_12/simulated_12_gt_00148.png
149,msi_inputs/simulated_12/simulated_12_frame_00149.tif,gt_outputs/simulated_12/simulated_12_gt_00149.png
150,msi_inputs/simulated_12/simulated_12_frame_00150.tif,gt_outputs/simulated_12/simulated_12_gt_00150.png
151,msi_inputs/simulated_12/simulated_12_frame_00151.tif,gt_outputs/simulated_12/simulated_12_gt_00151.png
152,msi_inputs/simulated_12/simulated_12_frame_00152.tif,gt_outputs/simulated_12/simulated_12_gt_00152.png
153,msi_inputs/simulated_12/simulated_12_frame_00153.tif,gt_outputs/simulated_12/simulated_12_gt_00153.png
154,msi_inputs/simulated_12/simulated_12_frame_00154.tif,gt_outputs/simulated_12/simulated_12_gt_00154.png
155,msi_inputs/simulated_12/simulated_12_frame_00155.tif,gt_outputs/simulated_12/simulated_12_gt_00155.png
156,msi_inputs/simulated_12/simulated_12_frame_00156.tif,gt_outputs/simulated_12/simulated_12_gt_00156.png
157,msi_inputs/simulated_12/simulated_12_frame_00157.tif,gt_outputs/simulated_12/simulated_12_gt_00157.png
158,msi_inputs/simulated_12/simulated_12_frame_00158.tif,gt_outputs/simulated_12/simulated_12_gt_00158.png
159,msi_inputs/simulated_12/simulated_12_frame_00159.tif,gt_outputs/simulated_12/simulated_12_gt_00159.png
160,msi_inputs/simulated_12/simulated_12_frame_00160.tif,gt_outputs/simulated_12/simulated_12_gt_00160.png
161,msi_inputs/simulated_12/simulated_12_frame_00161.tif,gt_outputs/simulated_12/simulated_12_gt_00161.png
162,msi_inputs/simulated_12/simulated_12_frame_00162.tif,gt_outputs/simulated_12/simulated_12_gt_00162.png
163,msi_inputs/simulated_12/simulated_12_frame_00163.tif,gt_outputs/simulated_12/simulated_12_gt_00163.png
164,msi_inputs/simulated_12/simulated_12_frame_00164.tif,gt_outputs/simulated_12/simulated_12_gt_00164.png
165,msi_inputs/simulated_12/simulated_12_frame_00165.tif,gt_outputs/simulated_12/simulated_12_gt_00165.png
166,msi_inputs/simulated_12/simulated_12_frame_00166.tif,gt_outputs/simulated_12/simulated_12_gt_00166.png
167,msi_inputs/simulated_12/simulated_12_frame_00167.tif,gt_outputs/simulated_12/simulated_12_gt_00167.png
168,msi_inputs/simulated_12/simulated_12_frame_00168.tif,gt_outputs/simulated_12/simulated_12_gt_00168.png
169,msi_inputs/simulated_12/simulated_12_frame_00169.tif,gt_outputs/simulated_12/simulated_12_gt_00169.png
170,msi_inputs/simulated_12/simulated_12_frame_00170.tif,gt_outputs/simulated_12/simulated_12_gt_00170.png
171,msi_inputs/simulated_12/simulated_12_frame_00171.tif,gt_outputs/simulated_12/simulated_12_gt_00171.png
172,msi_inputs/simulated_12/simulated_12_frame_00172.tif,gt_outputs/simulated_12/simulated_12_gt_00172.png
173,msi_inputs/simulated_12/simulated_12_frame_00173.tif,gt_outputs/simulated_12/simulated_12_gt_00173.png
174,msi_inputs/simulated_12/simulated_12_frame_00174.tif,gt_outputs/simulated_12/simulated_12_gt_00174.png
175,msi_inputs/simulated_12/simulated_12_frame_00175.tif,gt_outputs/simulated_12/simulated_12_gt_00175.png
176,msi_inputs/simulated_12/simulated_12_frame_00176.tif,gt_outputs/simulated_12/simulated_12_gt_00176.png
177,msi_inputs/simulated_12/simulated_12_frame_00177.tif,gt_outputs/simulated_12/simulated_12_gt_00177.png
178,msi_inputs/simulated_12/simulated_12_frame_00178.tif,gt_outputs/simulated_12/simulated_12_gt_00178.png
179,msi_inputs/simulated_12/simulated_12_frame_00179.tif,gt_outputs/simulated_12/simulated_12_gt_00179.png
180,msi_inputs/simulated_12/simulated_12_frame_00180.tif,gt_outputs/simulated_12/simulated_12_gt_00180.png
181,msi_inputs/simulated_12/simulated_12_frame_00181.tif,gt_outputs/simulated_12/simulated_12_gt_00181.png
182,msi_inputs/simulated_12/simulated_12_frame_00182.tif,gt_outputs/simulated_12/simulated_12_gt_00182.png
183,msi_inputs/simulated_12/simulated_12_frame_00183.tif,gt_outputs/simulated_12/simulated_12_gt_00183.png
184,msi_inputs/simulated_12/simulated_12_frame_00184.tif,gt_outputs/simulated_12/simulated_12_gt_00184.png
185,msi_inputs/simulated_12/simulated_12_frame_00185.tif,gt_outputs/simulated_12/simulated_12_gt_00185.png
186,msi_inputs/simulated_12/simulated_12_frame_00186.tif,gt_outputs/simulated_12/simulated_12_gt_00186.png
187,msi_inputs/simulated_12/simulated_12_frame_00187.tif,gt_outputs/simulated_12/simulated_12_gt_00187.png
188,msi_inputs/simulated_12/simulated_12_frame_00188.tif,gt_outputs/simulated_12/simulated_12_gt_00188.png
189,msi_inputs/simulated_12/simulated_12_frame_00189.tif,gt_outputs/simulated_12/simulated_12_gt_00189.png
190,msi_inputs/simulated_12/simulated_12_frame_00190.tif,gt_outputs/simulated_12/simulated_12_gt_00190.png
191,msi_inputs/simulated_12/simulated_12_frame_00191.tif,gt_outputs/simulated_12/simulated_12_gt_00191.png
192,msi_inputs/simulated_12/simulated_12_frame_00192.tif,gt_outputs/simulated_12/simulated_12_gt_00192.png
193,msi_inputs/simulated_12/simulated_12_frame_00193.tif,gt_outputs/simulated_12/simulated_12_gt_00193.png
194,msi_inputs/simulated_12/simulated_12_frame_00194.tif,gt_outputs/simulated_12/simulated_12_gt_00194.png
195,msi_inputs/simulated_12/simulated_12_frame_00195.tif,gt_outputs/simulated_12/simulated_12_gt_00195.png
196,msi_inputs/simulated_12/simulated_12_frame_00196.tif,gt_outputs/simulated_12/simulated_12_gt_00196.png
197,msi_inputs/simulated_12/simulated_12_frame_00197.tif,gt_outputs/simulated_12/simulated_12_gt_00197.png
198,msi_inputs/simulated_12/simulated_12_frame_00198.tif,gt_outputs/simulated_12/simulated_12_gt_00198.png
199,msi_inputs/simulated_12/simulated_12_frame_00199.tif,gt_outputs/simulated_12/simulated_12_gt_00199.png
