,msi_inputs,gt_outputs
10,msi_inputs/simulated_12/simulated_12_frame_00080.tif msi_inputs/simulated_12/simulated_12_frame_00081.tif msi_inputs/simulated_12/simulated_12_frame_00082.tif msi_inputs/simulated_12/simulated_12_frame_00083.tif msi_inputs/simulated_12/simulated_12_frame_00084.tif msi_inputs/simulated_12/simulated_12_frame_00085.tif msi_inputs/simulated_12/simulated_12_frame_00086.tif msi_inputs/simulated_12/simulated_12_frame_00087.tif,gt_outputs/simulated_12/simulated_12_gt_00080.png gt_outputs/simulated_12/simulated_12_gt_00081.png gt_outputs/simulated_12/simulated_12_gt_00082.png gt_outputs/simulated_12/simulated_12_gt_00083.png gt_outputs/simulated_12/simulated_12_gt_00084.png gt_outputs/simulated_12/simulated_12_gt_00085.png gt_outputs/simulated_12/simulated_12_gt_00086.png gt_outputs/simulated_12/simulated_12_gt_00087.png
11,msi_inputs/simulated_12/simulated_12_frame_00088.tif msi_inputs/simulated_12/simulated_12_frame_00089.tif msi_inputs/simulated_12/simulated_12_frame_00090.tif msi_inputs/simulated_12/simulated_12_frame_00091.tif msi_inputs/simulated_12/simulated_12_frame_00092.tif msi_inputs/simulated_12/simulated_12_frame_00093.tif msi_inputs/simulated_12/simulated_12_frame_00094.tif msi_inputs/simulated_12/simulated_12_frame_00095.tif,gt_outputs/simulated_12/simulated_12_gt_00088.png gt_outputs/simulated_12/simulated_12_gt_00089.png gt_outputs/simulated_12/simulated_12_gt_00090.png gt_outputs/simulated_12/simulated_12_gt_00091.png gt_outputs/simulated_12/simulated_12_gt_00092.png gt_outputs/simulated_12/simulated_12_gt_00093.png gt_outputs/simulated_12/simulated_12_gt_00094.png gt_outputs/simulated_12/simulated_12_gt_00095.png
12,msi_inputs/simulated_12/simulated_12_frame_00096.tif msi_inputs/simulated_12/simulated_12_frame_00097.tif msi_inputs/simulated_12/simulated_12_frame_00098.tif msi_inputs/simulated_12/simulated_12_frame_00099.tif msi_inputs/simulated_12/simulated_12_frame_00100.tif msi_inputs/simulated_12/simulated_12_frame_00101.tif msi_inputs/simulated_12/simulated_12_frame_00102.tif msi_inputs/simulated_12/simulated_12_frame_00103.tif,gt_outputs/simulated_12/simulated_12_gt_00096.png gt_outputs/simulated_12/simulated_12_gt_00097.png gt_outputs/simulated_12/simulated_12_gt_00098.png gt_outputs/simulated_12/simulated_12_gt_00099.png gt_outputs/simulated_12/simulated_12_gt_00100.png gt_outputs/simulated_12/simulated_12_gt_00101.png gt_outputs/simulated_12/simulated_12_gt_00102.png gt_outputs/simulated_12/simulated_12_gt_00103.png
13,msi_inputs/simulated_12/simulated_12_frame_00104.tif msi_inputs/simulated_12/simulated_12_frame_00105.tif msi_inputs/simulated_12/simulated_12_frame_00106.tif msi_inputs/simulated_12/simulated_12_frame_00107.tif msi_inputs/simulated_12/simulated_12_frame_00108.tif msi_inputs/simulated_12/simulated_12_frame_00109.tif msi_inputs/simulated_12/simulated_12_frame_00110.tif msi_inputs/simulated_12/simulated_12_frame_00111.tif,gt_outputs/simulated_12/simulated_12_gt_00104.png gt_outputs/simulated_12/simulated_12_gt_00105.png gt_outputs/simulated_12/simulated_12_gt_00106.png gt_outputs/simulated_12/simulated_12_gt_00107.png gt_outputs/simulated_12/simulated_12_gt_00108.png gt_outputs/simulated_12/simulated_12_gt_00109.png gt_outputs/simulated_12/simulated_12_gt_00110.png gt_outputs/simulated_12/simulated_12_gt_00111.png
14,msi_inputs/simulated_12/simulated_12_frame_00112.tif msi_inputs/simulated_12/simulated_12_frame_00113.tif msi_inputs/simulated_12/simulated_12_frame_00114.tif msi_inputs/simulated_12/simulated_12_frame_00115.tif msi_inputs/simulated_12/simulated_12_frame_00116.tif msi_inputs/simulated_12/simulated_12_frame_00117.tif msi_inputs/simulated_12/simulated_12_frame_00118.tif msi_inputs/simulated_12/simulated_12_frame_00119.tif,gt_outputs/simulated_12/simulated_12_gt_00112.png gt_outputs/simulated_12/simulated_12_gt_00113.png gt_outputs/simulated_12/simulated_12_gt_00114.png gt_outputs/simulated_12/simulated_12_gt_00115.png gt_outputs/simulated_12/simulated_12_gt_00116.png gt_outputs/simulated_12/simulated_12_gt_00117.png gt_outputs/simulated_12/simulated_12_gt_00118.png gt_outputs/simulated_12/simulated_12_gt_00119.png
15,msi_inputs/simulated_12/simulated_12_frame_00120.tif msi_inputs/simulated_12/simulated_12_frame_00121.tif msi_inputs/simulated_12/simulated_12_frame_00122.tif msi_inputs/simulated_12/simulated_12_frame_00123.tif msi_inputs/simulated_12/simulated_12_frame_00124.tif msi_inputs/simulated_12/simulated_12_frame_00125.tif msi_inputs/simulated_12/simulated_12_frame_00126.tif msi_inputs/simulated_12/simulated_12_frame_00127.tif,gt_outputs/simulated_12/simulated_12_gt_00120.png gt_outputs/simulated_12/simulated_12_gt_00121.png gt_outputs/simulated_12/simulated_12_gt_00122.png gt_outputs/simulated_12/simulated_12_gt_00123.png gt_outputs/simulated_12/simulated_12_gt_00124.png gt_outputs/simulated_12/simulated_12_gt_00125.png gt_outputs/simulated_12/simulated_12_gt_00126.png gt_outputs/simulated_12/simulated_12_gt_00127.png
16,msi_inputs/simulated_12/simulated_12_frame_00128.tif msi_inputs/simulated_12/simulated_12_frame_00129.tif msi_inputs/simulated_12/simulated_12_frame_00130.tif msi_inputs/simulated_12/simulated_12_frame_00131.tif msi_inputs/simulated_12/simulated_12_frame_00132.tif msi_inputs/simulated_12/simulated_12_frame_00133.tif msi_inputs/simulated_12/simulated_12_frame_00134.tif msi_inputs/simulated_12/simulated_12_frame_00135.tif,gt_outputs/simulated_12/simulated_12_gt_00128.png gt_outputs/simulated_12/simulated_12_gt_00129.png gt_outputs/simulated_12/simulated_12_gt_00130.png gt_outputs/simulated_12/simulated_12_gt_00131.png gt_outputs/simulated_12/simulated_12_gt_00132.png gt_outputs/simulated_12/simulated_12_gt_00133.png gt_outputs/simulated_12/simulated_12_gt_00134.png gt_outputs/simulated_12/simulated_12_gt_00135.png
17,msi_inputs/simulated_12/simulated_12_frame_00136.tif msi_inputs/simulated_12/simulated_12_frame_00137.tif msi_inputs/simulated_12/simulated_12_frame_00138.tif msi_inputs/simulated_12/simulated_12_frame_00139.tif msi_inputs/simulated_12/simulated_12_frame_00140.tif msi_inputs/simulated_12/simulated_12_frame_00141.tif msi_inputs/simulated_12/simulated_12_frame_00142.tif msi_inputs/simulated_12/simulated_12_frame_00143.tif,gt_outputs/simulated_12/simulated_12_gt_00136.png gt_outputs/simulated_12/simulated_12_gt_00137.png gt_outputs/simulated_12/simulated_12_gt_00138.png gt_outputs/simulated_12/simulated_12_gt_00139.png gt_outputs/simulated_12/simulated_12_gt_00140.png gt_outputs/simulated_12/simulated_12_gt_00141.png gt_outputs/simulated_12/simulated_12_gt_00142.png gt_outputs/simulated_12/simulated_12_gt_00143.png
18,msi_inputs/simulated_12/simulated_12_frame_00144.tif msi_inputs/simulated_12/simulated_12_frame_00145.tif msi_inputs/simulated_12/simulated_12_frame_00146.tif msi_inputs/simulated_12/simulated_12_frame_00147.tif msi_inputs/simulated_12/simulated_12_frame_00148.tif msi_inputs/simulated_12/simulated_12_frame_00149.tif msi_inputs/simulated_12/simulated_12_frame_00150.tif msi_inputs/simulated_12/simulated_12_frame_00151.tif,gt_outputs/simulated_12/simulated_12_gt_00144.png gt_outputs/simulated_12/simulated_12_gt_00145.png gt_outputs/simulated_12/simulated_12_gt_00146.png gt_outputs/simulated_12/simulated_12_gt_00147.png gt_outputs/simulated_12/simulated_12_gt_00148.png gt_outputs/simulated_12/simulated_12_gt_00149.png gt_outputs/simulated_12/simulated_12_gt_00150.png gt_outputs/simulated_12/simulated_12_gt_00151.png
19,msi_inputs/simulated_12/simulated_12_frame_00152.tif msi_inputs/simulated_12/simulated_12_frame_00153.tif msi_inputs/simulated_12/simulated_12_frame_00154.tif msi_inputs/simulated_12/simulated_12_frame_00155.tif msi_inputs/simulated_12/simulated_12_frame_00156.tif msi_inputs/simulated_12/simulated_12_frame_00157.tif msi_inputs/simulated_12/simulated_12_frame_00158.tif msi_inputs/simulated_12/simulated_12_frame_00159.tif,gt_outputs/simulated_12/simulated_12_gt_00152.png gt_outputs/simulated_12/simulated_12_gt_00153.png gt_outputs/simulated_12/simulated_12_gt_00154.png gt_outputs/simulated_12/simulated_12_gt_00155.png gt_outputs/simulated_12/simulated_12_gt_00156.png gt_outputs/simulated_12/simulated_12_gt_00157.png gt_outputs/simulated_12/simulated_12_gt_00158.png gt_outputs/simulated_12/simulated_12_gt_00159.png
20,msi_inputs/simulated_12/simulated_12_frame_00160.tif msi_inputs/simulated_12/simulated_12_frame_00161.tif msi_inputs/simulated_12/simulated_12_frame_00162.tif msi_inputs/simulated_12/simulated_12_frame_00163.tif msi_inputs/simulated_12/simulated_12_frame_00164.tif msi_inputs/simulated_12/simulated_12_frame_00165.tif msi_inputs/simulated_12/simulated_12_frame_00166.tif msi_inputs/simulated_12/simulated_12_frame_00167.tif,gt_outputs/simulated_12/simulated_12_gt_00160.png gt_outputs/simulated_12/simulated_12_gt_00161.png gt_outputs/simulated_12/simulated_12_gt_00162.png gt_outputs/simulated_12/simulated_12_gt_00163.png gt_outputs/simulated_12/simulated_12_gt_00164.png gt_outputs/simulated_12/simulated_12_gt_00165.png gt_outputs/simulated_12/simulated_12_gt_00166.png gt_outputs/simulated_12/simulated_12_gt_00167.png
21,msi_inputs/simulated_12/simulated_12_frame_00168.tif msi_inputs/simulated_12/simulated_12_frame_00169.tif msi_inputs/simulated_12/simulated_12_frame_00170.tif msi_inputs/simulated_12/simulated_12_frame_00171.tif msi_inputs/simulated_12/simulated_12_frame_00172.tif msi_inputs/simulated_12/simulated_12_frame_00173.tif msi_inputs/simulated_12/simulated_12_frame_00174.tif msi_inputs/simulated_12/simulated_12_frame_00175.tif,gt_outputs/simulated_12/simulated_12_gt_00168.png gt_outputs/simulated_12/simulated_12_gt_00169.png gt_outputs/simulated_12/simulated_12_gt_00170.png gt_outputs/simulated_12/simulated_12_gt_00171.png gt_outputs/simulated_12/simulated_12_gt_00172.png gt_outputs/simulated_12/simulated_12_gt_00173.png gt_outputs/simulated_12/simulated_12_gt_00174.png gt_outputs/simulated_12/simulated_12_gt_00175.png
22,msi_inputs/simulated_12/simulated_12_frame_00176.tif msi_inputs/simulated_12/simulated_12_frame_00177.tif msi_inputs/simulated_12/simulated_12_frame_00178.tif msi_inputs/simulated_12/simulated_12_frame_00179.tif msi_inputs/simulated_12/simulated_12_frame_00180.tif msi_inputs/simulated_12/simulated_12_frame_00181.tif msi_inputs/simulated_12/simulated_12_frame_00182.tif msi_inputs/simulated_12/simulated_12_frame_00183.tif,gt_outputs/simulated_12/simulated_12_gt_00176.png gt_outputs/simulated_12/simulated_12_gt_00177.png gt_outputs/simulated_12/simulated_12_gt_00178.png gt_outputs/simulated_12/simulated_12_gt_00179.png gt_outputs/simulated_12/simulated_12_gt_00180.png gt_outputs/simulated_12/simulated_12_gt_00181.png gt_outputs/simulated_12/simulated_12_gt_00182.png gt_outputs/simulated_12/simulated_12_gt_00183.png
23,msi_inputs/simulated_12/simulated_12_frame_00184.tif msi_inputs/simulated_12/simulated_12_frame_00185.tif msi_inputs/simulated_12/simulated_12_frame_00186.tif msi_inputs/simulated_12/simulated_12_frame_00187.tif msi_inputs/simulated_12/simulated_12_frame_00188.tif msi_inputs/simulated_12/simulated_12_frame_00189.tif msi_inputs/simulated_12/simulated_12_frame_00190.tif msi_inputs/simulated_12/simulated_12_frame_00191.tif,gt_outputs/simulated_12/simulated_12_gt_00184.png gt_outputs/simulated_12/simulated_12_gt_00185.png gt_outputs/simulated_12/simulated_12_gt_00186.png gt_outputs/simulated_12/simulated_12_gt_00187.png gt_outputs/simulated_12/simulated_12_gt_00188.png gt_outputs/simulated_12/simulated_12_gt_00189.png gt_outputs/simulated_12/simulated_12_gt_00190.png gt_outputs/simulated_12/simulated_12_gt_00191.png
24,msi_inputs/simulated_12/simulated_12_frame_00192.tif msi_inputs/simulated_12/simulated_12_frame_00193.tif msi_inputs/simulated_12/simulated_12_frame_00194.tif msi_inputs/simulated_12/simulated_12_frame_00195.tif msi_inputs/simulated_12/simulated_12_frame_00196.tif msi_inputs/simulated_12/simulated_12_frame_00197.tif msi_inputs/simulated_12/simulated_12_frame_00198.tif msi_inputs/simulated_12/simulated_12_frame_00199.tif,gt_outputs/simulated_12/simulated_12_gt_00192.png gt_outputs/simulated_12/simulated_12_gt_00193.png gt_outputs/simulated_12/simulated_12_gt_00194.png gt_outputs/simulated_12/simulated_12_gt_00195.png gt_outputs/simulated_12/simulated_12_gt_00196.png gt_outputs/simulated_12/simulated_12_gt_00197.png gt_outputs/simulated_12/simulated_12_gt_00198.png gt_outputs/simulated_12/simulated_12_gt_00199.png
