,msi_inputs,gt_outputs
10,msi_inputs/simulated_01/simulated_01_frame_00022.tif msi_inputs/simulated_01/simulated_01_frame_00047.tif msi_inputs/simulated_01/simulated_01_frame_00072.tif msi_inputs/simulated_01/simulated_01_frame_00097.tif msi_inputs/simulated_01/simulated_01_frame_00122.tif msi_inputs/simulated_01/simulated_01_frame_00147.tif msi_inputs/simulated_01/simulated_01_frame_00172.tif msi_inputs/simulated_01/simulated_01_frame_00197.tif,gt_outputs/simulated_01/simulated_01_gt_00022.png gt_outputs/simulated_01/simulated_01_gt_00047.png gt_outputs/simulated_01/simulated_01_gt_00072.png gt_outputs/simulated_01/simulated_01_gt_00097.png gt_outputs/simulated_01/simulated_01_gt_00122.png gt_outputs/simulated_01/simulated_01_gt_00147.png gt_outputs/simulated_01/simulated_01_gt_00172.png gt_outputs/simulated_01/simulated_01_gt_00197.png
11,msi_inputs/simulated_01/simulated_01_frame_00112.tif msi_inputs/simulated_01/simulated_01_frame_00113.tif msi_inputs/simulated_01/simulated_01_frame_00114.tif msi_inputs/simulated_01/simulated_01_frame_00115.tif msi_inputs/simulated_01/simulated_01_frame_00116.tif msi_inputs/simulated_01/simulated_01_frame_00117.tif msi_inputs/simulated_01/simulated_01_frame_00118.tif msi_inputs/simulated_01/simulated_01_frame_00119.tif,gt_outputs/simulated_01/simulated_01_gt_00112.png gt_outputs/simulated_01/simulated_01_gt_00113.png gt_outputs/simulated_01/simulated_01_gt_00114.png gt_outputs/simulated_01/simulated_01_gt_00115.png gt_outputs/simulated_01/simulated_01_gt_00116.png gt_outputs/simulated_01/simulated_01_gt_00117.png gt_outputs/simulated_01/simulated_01_gt_00118.png gt_outputs/simulated_01/simulated_01_gt_00119.png
12,msi_inputs/simulated_01/simulated_01_frame_00089.tif msi_inputs/simulated_01/simulated_01_frame_00099.tif msi_inputs/simulated_01/simulated_01_frame_00109.tif msi_inputs/simulated_01/simulated_01_frame_00119.tif msi_inputs/simulated_01/simulated_01_frame_00129.tif msi_inputs/simulated_01/simulated_01_frame_00139.tif msi_inputs/simulated_01/simulated_01_frame_00149.tif msi_inputs/simulated_01/simulated_01_frame_00159.tif,gt_outputs/simulated_01/simulated_01_gt_00089.png gt_outputs/simulated_01/simulated_01_gt_00099.png gt_outputs/simulated_01/simulated_01_gt_00109.png gt_outputs/simulated_01/simulated_01_gt_00119.png gt_outputs/simulated_01/simulated_01_gt_00129.png gt_outputs/simulated_01/simulated_01_gt_00139.png gt_outputs/simulated_01/simulated_01_gt_00149.png gt_outputs/simulated_01/simulated_01_gt_00159.png
13,msi_inputs/simulated_01/simulated_01_frame_00005.tif msi_inputs/simulated_01/simulated_01_frame_00015.tif msi_inputs/simulated_01/simulated_01_frame_00025.tif msi_inputs/simulated_01/simulated_01_frame_00035.tif msi_inputs/simulated_01/simulated_01_frame_00045.tif msi_inputs/simulated_01/simulated_01_frame_00055.tif msi_inputs/simulated_01/simulated_01_frame_00065.tif msi_inputs/simulated_01/simulated_01_frame_00075.tif,gt_outputs/simulated_01/simulated_01_gt_00005.png gt_outputs/simulated_01/simulated_01_gt_00015.png gt_outputs/simulated_01/simulated_01_gt_00025.png gt_outputs/simulated_01/simulated_01_gt_00035.png gt_outputs/simulated_01/simulated_01_gt_00045.png gt_outputs/simulated_01/simulated_01_gt_00055.png gt_outputs/simulated_01/simulated_01_gt_00065.png gt_outputs/simulated_01/simulated_01_gt_00075.png
14,msi_inputs/simulated_01/simulated_01_frame_00006.tif msi_inputs/simulated_01/simulated_01_frame_00031.tif msi_inputs/simulated_01/simulated_01_frame_00056.tif msi_inputs/simulated_01/simulated_01_frame_00081.tif msi_inputs/simulated_01/simulated_01_frame_00106.tif msi_inputs/simulated_01/simulated_01_frame_00131.tif msi_inputs/simulated_01/simulated_01_frame_00156.tif msi_inputs/simulated_01/simulated_01_frame_00181.tif,gt_outputs/simulated_01/simulated_01_gt_00006.png gt_outputs/simulated_01/simulated_01_gt_00031.png gt_outputs/simulated_01/simulated_01_gt_00056.png gt_outputs/simulated_01/simulated_01_gt_00081.png gt_outputs/simulated_01/simulated_01_gt_00106.png gt_outputs/simulated_01/simulated_01_gt_00131.png gt_outputs/simulated_01/simulated_01_gt_00156.png gt_outputs/simulated_01/simulated_01_gt_00181.png
15,msi_inputs/simulated_01/simulated_01_frame_00015.tif msi_inputs/simulated_01/simulated_01_frame_00040.tif msi_inputs/simulated_01/simulated_01_frame_00065.tif msi_inputs/simulated_01/simulated_01_frame_00090.tif msi_inputs/simulated_01/simulated_01_frame_00115.tif msi_inputs/simulated_01/simulated_01_frame_00140.tif msi_inputs/simulated_01/simulated_01_frame_00165.tif msi_inputs/simulated_01/simulated_01_frame_00190.tif,gt_outputs/simulated_01/simulated_01_gt_00015.png gt_outputs/simulated_01/simulated_01_gt_00040.png gt_outputs/simulated_01/simulated_01_gt_00065.png gt_outputs/simulated_01/simulated_01_gt_00090.png gt_outputs/simulated_01/simulated_01_gt_00115.png gt_outputs/simulated_01/simulated_01_gt_00140.png gt_outputs/simulated_01/simulated_01_gt_00165.png gt_outputs/simulated_01/simulated_01_gt_00190.png
16,msi_inputs/simulated_01/simulated_01_frame_00124.tif msi_inputs/simulated_01/simulated_01_frame_00129.tif msi_inputs/simulated_01/simulated_01_frame_00134.tif msi_inputs/simulated_01/simulated_01_frame_00139.tif msi_inputs/simulated_01/simulated_01_frame_00144.tif msi_inputs/simulated_01/simulated_01_frame_00149.tif msi_inputs/simulated_01/simulated_01_frame_00154.tif msi_inputs/simulated_01/simulated_01_frame_00159.tif,gt_outputs/simulated_01/simulated_01_gt_00124.png gt_outputs/simulated_01/simulated_01_gt_00129.png gt_outputs/simulated_01/simulated_01_gt_00134.png gt_outputs/simulated_01/simulated_01_gt_00139.png gt_outputs/simulated_01/simulated_01_gt_00144.png gt_outputs/simulated_01/simulated_01_gt_00149.png gt_outputs/simulated_01/simulated_01_gt_00154.png gt_outputs/simulated_01/simulated_01_gt_00159.png
17,msi_inputs/simulated_01/simulated_01_frame_00000.tif msi_inputs/simulated_01/simulated_01_frame_00005.tif msi_inputs/simulated_01/simulated_01_frame_00010.tif msi_inputs/simulated_01/simulated_01_frame_00015.tif msi_inputs/simulated_01/simulated_01_frame_00020.tif msi_inputs/simulated_01/simulated_01_frame_00025.tif msi_inputs/simulated_01/simulated_01_frame_00030.tif msi_inputs/simulated_01/simulated_01_frame_00035.tif,gt_outputs/simulated_01/simulated_01_gt_00000.png gt_outputs/simulated_01/simulated_01_gt_00005.png gt_outputs/simulated_01/simulated_01_gt_00010.png gt_outputs/simulated_01/simulated_01_gt_00015.png gt_outputs/simulated_01/simulated_01_gt_00020.png gt_outputs/simulated_01/simulated_01_gt_00025.png gt_outputs/simulated_01/simulated_01_gt_00030.png gt_outputs/simulated_01/simulated_01_gt_00035.png
18,msi_inputs/simulated_01/simulated_01_frame_00084.tif msi_inputs/simulated_01/simulated_01_frame_00094.tif msi_inputs/simulated_01/simulated_01_frame_00104.tif msi_inputs/simulated_01/simulated_01_frame_00114.tif msi_inputs/simulated_01/simulated_01_frame_00124.tif msi_inputs/simulated_01/simulated_01_frame_00134.tif msi_inputs/simulated_01/simulated_01_frame_00144.tif msi_inputs/simulated_01/simulated_01_frame_00154.tif,gt_outputs/simulated_01/simulated_01_gt_00084.png gt_outputs/simulated_01/simulated_01_gt_00094.png gt_outputs/simulated_01/simulated_01_gt_00104.png gt_outputs/simulated_01/simulated_01_gt_00114.png gt_outputs/simulated_01/simulated_01_gt_00124.png gt_outputs/simulated_01/simulated_01_gt_00134.png gt_outputs/simulated_01/simulated_01_gt_00144.png gt_outputs/simulated_01/simulated_01_gt_00154.png
19,msi_inputs/simulated_01/simulated_01_frame_00104.tif msi_inputs/simulated_01/simulated_01_frame_00105.tif msi_inputs/simulated_01/simulated_01_frame_00106.tif msi_inputs/simulated_01/simulated_01_frame_00107.tif msi_inputs/simulated_01/simulated_01_frame_00108.tif msi_inputs/simulated_01/simulated_01_frame_00109.tif msi_inputs/simulated_01/simulated_01_frame_00110.tif msi_inputs/simulated_01/simulated_01_frame_00111.tif,gt_outputs/simulated_01/simulated_01_gt_00104.png gt_outputs/simulated_01/simulated_01_gt_00105.png gt_outputs/simulated_01/simulated_01_gt_00106.png gt_outputs/simulated_01/simulated_01_gt_00107.png gt_outputs/simulated_01/simulated_01_gt_00108.png gt_outputs/simulated_01/simulated_01_gt_00109.png gt_outputs/simulated_01/simulated_01_gt_00110.png gt_outputs/simulated_01/simulated_01_gt_00111.png
20,msi_inputs/simulated_01/simulated_01_frame_00096.tif msi_inputs/simulated_01/simulated_01_frame_00097.tif msi_inputs/simulated_01/simulated_01_frame_00098.tif msi_inputs/simulated_01/simulated_01_frame_00099.tif msi_inputs/simulated_01/simulated_01_frame_00100.tif msi_inputs/simulated_01/simulated_01_frame_00101.tif msi_inputs/simulated_01/simulated_01_frame_00102.tif msi_inputs/simulated_01/simulated_01_frame_00103.tif,gt_outputs/simulated_01/simulated_01_gt_00096.png gt_outputs/simulated_01/simulated_01_gt_00097.png gt_outputs/simulated_01/simulated_01_gt_00098.png gt_outputs/simulated_01/simulated_01_gt_00099.png gt_outputs/simulated_01/simulated_01_gt_00100.png gt_outputs/simulated_01/simulated_01_gt_00101.png gt_outputs/simulated_01/simulated_01_gt_00102.png gt_outputs/simulated_01/simulated_01_gt_00103.png
21,msi_inputs/simulated_01/simulated_01_frame_00007.tif msi_inputs/simulated_01/simulated_01_frame_00017.tif msi_inputs/simulated_01/simulated_01_frame_00027.tif msi_inputs/simulated_01/simulated_01_frame_00037.tif msi_inputs/simulated_01/simulated_01_frame_00047.tif msi_inputs/simulated_01/simulated_01_frame_00057.tif msi_inputs/simulated_01/simulated_01_frame_00067.tif msi_inputs/simulated_01/simulated_01_frame_00077.tif,gt_outputs/simulated_01/simulated_01_gt_00007.png gt_outputs/simulated_01/simulated_01_gt_00017.png gt_outputs/simulated_01/simulated_01_gt_00027.png gt_outputs/simulated_01/simulated_01_gt_00037.png gt_outputs/simulated_01/simulated_01_gt_00047.png gt_outputs/simulated_01/simulated_01_gt_00057.png gt_outputs/simulated_01/simulated_01_gt_00067.png gt_outputs/simulated_01/simulated_01_gt_00077.png
22,msi_inputs/simulated_01/simulated_01_frame_00001.tif msi_inputs/simulated_01/simulated_01_frame_00026.tif msi_inputs/simulated_01/simulated_01_frame_00051.tif msi_inputs/simulated_01/simulated_01_frame_00076.tif msi_inputs/simulated_01/simulated_01_frame_00101.tif msi_inputs/simulated_01/simulated_01_frame_00126.tif msi_inputs/simulated_01/simulated_01_frame_00151.tif msi_inputs/simulated_01/simulated_01_frame_00176.tif,gt_outputs/simulated_01/simulated_01_gt_00001.png gt_outputs/simulated_01/simulated_01_gt_00026.png gt_outputs/simulated_01/simulated_01_gt_00051.png gt_outputs/simulated_01/simulated_01_gt_00076.png gt_outputs/simulated_01/simulated_01_gt_00101.png gt_outputs/simulated_01/simulated_01_gt_00126.png gt_outputs/simulated_01/simulated_01_gt_00151.png gt_outputs/simulated_01/simulated_01_gt_00176.png
23,msi_inputs/simulated_01/simulated_01_frame_00081.tif msi_inputs/simulated_01/simulated_01_frame_00091.tif msi_inputs/simulated_01/simulated_01_frame_00101.tif msi_inputs/simulated_01/simulated_01_frame_00111.tif msi_inputs/simulated_01/simulated_01_frame_00121.tif msi_inputs/simulated_01/simulated_01_frame_00131.tif msi_inputs/simulated_01/simulated_01_frame_00141.tif msi_inputs/simulated_01/simulated_01_frame_00151.tif,gt_outputs/simulated_01/simulated_01_gt_00081.png gt_outputs/simulated_01/simulated_01_gt_00091.png gt_outputs/simulated_01/simulated_01_gt_00101.png gt_outputs/simulated_01/simulated_01_gt_00111.png gt_outputs/simulated_01/simulated_01_gt_00121.png gt_outputs/simulated_01/simulated_01_gt_00131.png gt_outputs/simulated_01/simulated_01_gt_00141.png gt_outputs/simulated_01/simulated_01_gt_00151.png
24,msi_inputs/simulated_01/simulated_01_frame_00013.tif msi_inputs/simulated_01/simulated_01_frame_00038.tif msi_inputs/simulated_01/simulated_01_frame_00063.tif msi_inputs/simulated_01/simulated_01_frame_00088.tif msi_inputs/simulated_01/simulated_01_frame_00113.tif msi_inputs/simulated_01/simulated_01_frame_00138.tif msi_inputs/simulated_01/simulated_01_frame_00163.tif msi_inputs/simulated_01/simulated_01_frame_00188.tif,gt_outputs/simulated_01/simulated_01_gt_00013.png gt_outputs/simulated_01/simulated_01_gt_00038.png gt_outputs/simulated_01/simulated_01_gt_00063.png gt_outputs/simulated_01/simulated_01_gt_00088.png gt_outputs/simulated_01/simulated_01_gt_00113.png gt_outputs/simulated_01/simulated_01_gt_00138.png gt_outputs/simulated_01/simulated_01_gt_00163.png gt_outputs/simulated_01/simulated_01_gt_00188.png
25,msi_inputs/simulated_01/simulated_01_frame_00004.tif msi_inputs/simulated_01/simulated_01_frame_00029.tif msi_inputs/simulated_01/simulated_01_frame_00054.tif msi_inputs/simulated_01/simulated_01_frame_00079.tif msi_inputs/simulated_01/simulated_01_frame_00104.tif msi_inputs/simulated_01/simulated_01_frame_00129.tif msi_inputs/simulated_01/simulated_01_frame_00154.tif msi_inputs/simulated_01/simulated_01_frame_00179.tif,gt_outputs/simulated_01/simulated_01_gt_00004.png gt_outputs/simulated_01/simulated_01_gt_00029.png gt_outputs/simulated_01/simulated_01_gt_00054.png gt_outputs/simulated_01/simulated_01_gt_00079.png gt_outputs/simulated_01/simulated_01_gt_00104.png gt_outputs/simulated_01/simulated_01_gt_00129.png gt_outputs/simulated_01/simulated_01_gt_00154.png gt_outputs/simulated_01/simulated_01_gt_00179.png
26,msi_inputs/simulated_01/simulated_01_frame_00002.tif msi_inputs/simulated_01/simulated_01_frame_00012.tif msi_inputs/simulated_01/simulated_01_frame_00022.tif msi_inputs/simulated_01/simulated_01_frame_00032.tif msi_inputs/simulated_01/simulated_01_frame_00042.tif msi_inputs/simulated_01/simulated_01_frame_00052.tif msi_inputs/simulated_01/simulated_01_frame_00062.tif msi_inputs/simulated_01/simulated_01_frame_00072.tif,gt_outputs/simulated_01/simulated_01_gt_00002.png gt_outputs/simulated_01/simulated_01_gt_00012.png gt_outputs/simulated_01/simulated_01_gt_00022.png gt_outputs/simulated_01/simulated_01_gt_00032.png gt_outputs/simulated_01/simulated_01_gt_00042.png gt_outputs/simulated_01/simulated_01_gt_00052.png gt_outputs/simulated_01/simulated_01_gt_00062.png gt_outputs/simulated_01/simulated_01_gt_00072.png
27,msi_inputs/simulated_01/simulated_01_frame_00120.tif msi_inputs/simulated_01/simulated_01_frame_00125.tif msi_inputs/simulated_01/simulated_01_frame_00130.tif msi_inputs/simulated_01/simulated_01_frame_00135.tif msi_inputs/simulated_01/simulated_01_frame_00140.tif msi_inputs/simulated_01/simulated_01_frame_00145.tif msi_inputs/simulated_01/simulated_01_frame_00150.tif msi_inputs/simulated_01/simulated_01_frame_00155.tif,gt_outputs/simulated_01/simulated_01_gt_00120.png gt_outputs/simulated_01/simulated_01_gt_00125.png gt_outputs/simulated_01/simulated_01_gt_00130.png gt_outputs/simulated_01/simulated_01_gt_00135.png gt_outputs/simulated_01/simulated_01_gt_00140.png gt_outputs/simulated_01/simulated_01_gt_00145.png gt_outputs/simulated_01/simulated_01_gt_00150.png gt_outputs/simulated_01/simulated_01_gt_00155.png
28,msi_inputs/simulated_01/simulated_01_frame_00087.tif msi_inputs/simulated_01/simulated_01_frame_00097.tif msi_inputs/simulated_01/simulated_01_frame_00107.tif msi_inputs/simulated_01/simulated_01_frame_00117.tif msi_inputs/simulated_01/simulated_01_frame_00127.tif msi_inputs/simulated_01/simulated_01_frame_00137.tif msi_inputs/simulated_01/simulated_01_frame_00147.tif msi_inputs/simulated_01/simulated_01_frame_00157.tif,gt_outputs/simulated_01/simulated_01_gt_00087.png gt_outputs/simulated_01/simulated_01_gt_00097.png gt_outputs/simulated_01/simulated_01_gt_00107.png gt_outputs/simulated_01/simulated_01_gt_00117.png gt_outputs/simulated_01/simulated_01_gt_00127.png gt_outputs/simulated_01/simulated_01_gt_00137.png gt_outputs/simulated_01/simulated_01_gt_00147.png gt_outputs/simulated_01/simulated_01_gt_00157.png
29,msi_inputs/simulated_01/simulated_01_frame_00010.tif msi_inputs/simulated_01/simulated_01_frame_00035.tif msi_inputs/simulated_01/simulated_01_frame_00060.tif msi_inputs/simulated_01/simulated_01_frame_00085.tif msi_inputs/simulated_01/simulated_01_frame_00110.tif msi_inputs/simulated_01/simulated_01_frame_00135.tif msi_inputs/simulated_01/simulated_01_frame_00160.tif msi_inputs/simulated_01/simulated_01_frame_00185.tif,gt_outputs/simulated_01/simulated_01_gt_00010.png gt_outputs/simulated_01/simulated_01_gt_00035.png gt_outputs/simulated_01/simulated_01_gt_00060.png gt_outputs/simulated_01/simulated_01_gt_00085.png gt_outputs/simulated_01/simulated_01_gt_00110.png gt_outputs/simulated_01/simulated_01_gt_00135.png gt_outputs/simulated_01/simulated_01_gt_00160.png gt_outputs/simulated_01/simulated_01_gt_00185.png
30,msi_inputs/simulated_01/simulated_01_frame_00018.tif msi_inputs/simulated_01/simulated_01_frame_00043.tif msi_inputs/simulated_01/simulated_01_frame_00068.tif msi_inputs/simulated_01/simulated_01_frame_00093.tif msi_inputs/simulated_01/simulated_01_frame_00118.tif msi_inputs/simulated_01/simulated_01_frame_00143.tif msi_inputs/simulated_01/simulated_01_frame_00168.tif msi_inputs/simulated_01/simulated_01_frame_00193.tif,gt_outputs/simulated_01/simulated_01_gt_00018.png gt_outputs/simulated_01/simulated_01_gt_00043.png gt_outputs/simulated_01/simulated_01_gt_00068.png gt_outputs/simulated_01/simulated_01_gt_00093.png gt_outputs/simulated_01/simulated_01_gt_00118.png gt_outputs/simulated_01/simulated_01_gt_00143.png gt_outputs/simulated_01/simulated_01_gt_00168.png gt_outputs/simulated_01/simulated_01_gt_00193.png
31,msi_inputs/simulated_01/simulated_01_frame_00085.tif msi_inputs/simulated_01/simulated_01_frame_00095.tif msi_inputs/simulated_01/simulated_01_frame_00105.tif msi_inputs/simulated_01/simulated_01_frame_00115.tif msi_inputs/simulated_01/simulated_01_frame_00125.tif msi_inputs/simulated_01/simulated_01_frame_00135.tif msi_inputs/simulated_01/simulated_01_frame_00145.tif msi_inputs/simulated_01/simulated_01_frame_00155.tif,gt_outputs/simulated_01/simulated_01_gt_00085.png gt_outputs/simulated_01/simulated_01_gt_00095.png gt_outputs/simulated_01/simulated_01_gt_00105.png gt_outputs/simulated_01/simulated_01_gt_00115.png gt_outputs/simulated_01/simulated_01_gt_00125.png gt_outputs/simulated_01/simulated_01_gt_00135.png gt_outputs/simulated_01/simulated_01_gt_00145.png gt_outputs/simulated_01/simulated_01_gt_00155.png
